,anomes,id_comunidade,id_release_train,id_squad,qtde_historias_totais,soma_leadtime_totais,leadtime_medio,qtde_historias_categ_software,soma_leadtime_categ_software,leadtime_medio_categ_software,qtde_historias_categ_infra,soma_leadtime_categ_infra,leadtime_medio_categ_infra,perc_hist_software,qtde_bugs_totais,qtde_bugs_cancelados,qtde_bugs_corrigidos,perc_bugs_cancelados,perc_bugs_corrigidos,dat_psst,dia_psst,ano_psst
180,202304,C01,RT01,S01,41,292.53,7.13,29,172.54,5.95,0,2.22,0.0,0.707,34,25,5,0.735,0.147,2025-07-14,14,2025
181,202304,C01,RT01,S01,55,425.67,7.74,2,5.18,2.59,41,396.3,9.67,0.036,1,0,0,0.0,0.0,2025-07-14,14,2025
182,202304,C01,RT01,S01,92,611.0,6.64,38,146.74,3.86,49,298.76,6.1,0.413,20,16,15,0.8,0.75,2025-07-14,14,2025
183,202304,C01,RT03,S02,88,440.72,5.01,9,11.34,1.26,33,274.41,8.32,0.102,39,39,17,1.0,0.436,2025-07-14,14,2025
184,202304,C01,RT03,S02,36,298.63,8.3,10,27.09,2.71,5,47.66,9.53,0.278,9,5,2,0.556,0.222,2025-07-14,14,2025
185,202304,C01,RT03,S02,30,125.32,4.18,26,140.75,5.41,1,2.7,2.7,0.867,5,3,5,0.6,1.0,2025-07-14,14,2025
186,202304,C02,RT02,S03,33,113.37,3.44,21,41.62,1.98,1,4.85,4.85,0.636,29,27,18,0.931,0.621,2025-07-14,14,2025
187,202304,C02,RT02,S03,16,32.76,2.05,13,107.61,8.28,3,18.17,6.06,0.812,18,8,1,0.444,0.056,2025-07-14,14,2025
188,202304,C02,RT02,S03,78,329.27,4.22,47,136.46,2.9,0,6.91,0.0,0.603,20,3,4,0.15,0.2,2025-07-14,14,2025
189,202304,C01,RT02,S04,40,71.52,1.79,29,244.64,8.44,3,11.62,3.87,0.725,10,0,7,0.0,0.7,2025-07-14,14,2025
190,202304,C01,RT02,S04,53,192.36,3.63,28,74.55,2.66,2,2.33,1.17,0.528,43,1,40,0.023,0.93,2025-07-14,14,2025
191,202304,C01,RT02,S04,42,110.77,2.64,35,205.13,5.86,4,18.3,4.58,0.833,21,17,4,0.81,0.19,2025-07-14,14,2025
192,202304,C04,RT01,S05,53,278.06,5.25,52,217.2,4.18,0,2.01,0.0,0.981,20,7,6,0.35,0.3,2025-07-14,14,2025
193,202304,C04,RT01,S05,96,566.18,5.9,14,46.0,3.29,34,310.31,9.13,0.146,22,8,19,0.364,0.864,2025-07-14,14,2025
194,202304,C04,RT01,S05,39,325.47,8.35,32,225.31,7.04,6,46.56,7.76,0.821,32,23,20,0.719,0.625,2025-07-14,14,2025
195,202304,C03,RT02,S06,57,107.02,1.88,50,419.62,8.39,4,18.41,4.6,0.877,19,16,16,0.842,0.842,2025-07-14,14,2025
196,202304,C03,RT02,S06,83,611.41,7.37,68,98.97,1.46,4,25.05,6.26,0.819,32,4,26,0.125,0.812,2025-07-14,14,2025
197,202304,C03,RT02,S06,13,19.61,1.51,7,14.15,2.02,1,8.46,8.46,0.538,13,13,1,1.0,0.077,2025-07-14,14,2025
198,202304,C02,RT03,S07,64,283.76,4.43,44,395.21,8.98,3,15.15,5.05,0.688,38,35,21,0.921,0.553,2025-07-14,14,2025
199,202304,C02,RT03,S07,27,66.92,2.48,9,54.6,6.07,1,8.18,8.18,0.333,41,15,1,0.366,0.024,2025-07-14,14,2025
200,202304,C02,RT03,S07,91,457.6,5.03,34,314.6,9.25,39,310.1,7.95,0.374,45,9,30,0.2,0.667,2025-07-14,14,2025
201,202304,C04,RT02,S08,25,31.55,1.26,22,33.2,1.51,0,0.99,0.0,0.88,17,17,9,1.0,0.529,2025-07-14,14,2025
202,202304,C04,RT02,S08,71,409.98,5.77,35,83.83,2.4,21,23.74,1.13,0.493,17,2,11,0.118,0.647,2025-07-14,14,2025
203,202304,C04,RT02,S08,68,451.86,6.65,11,64.12,5.83,37,276.85,7.48,0.162,4,1,4,0.25,1.0,2025-07-14,14,2025
204,202304,C01,RT01,S09,25,99.26,3.97,12,112.34,9.36,2,19.75,9.88,0.48,43,43,26,1.0,0.605,2025-07-14,14,2025
205,202304,C01,RT01,S09,22,147.75,6.72,5,17.37,3.47,12,100.34,8.36,0.227,10,6,5,0.6,0.5,2025-07-14,14,2025
206,202304,C01,RT01,S09,51,209.58,4.11,34,123.44,3.63,8,67.44,8.43,0.667,32,3,17,0.094,0.531,2025-07-14,14,2025
207,202304,C01,RT03,S10,31,70.27,2.27,27,197.87,7.33,0,6.34,0.0,0.871,40,33,2,0.825,0.05,2025-07-14,14,2025
208,202304,C01,RT03,S10,19,189.21,9.96,2,9.6,4.8,13,41.91,3.22,0.105,48,45,6,0.938,0.125,2025-07-14,14,2025
209,202304,C01,RT03,S10,77,631.63,8.2,6,11.25,1.88,25,120.59,4.82,0.078,24,20,14,0.833,0.583,2025-07-14,14,2025
210,202304,C01,RT01,S11,19,144.58,7.61,13,93.44,7.19,0,1.92,0.0,0.684,8,3,6,0.375,0.75,2025-07-14,14,2025
211,202304,C01,RT01,S11,34,268.3,7.89,9,17.95,1.99,5,29.02,5.8,0.265,45,41,7,0.911,0.156,2025-07-14,14,2025
212,202304,C01,RT01,S11,83,190.79,2.3,56,463.66,8.28,18,163.47,9.08,0.675,36,35,25,0.972,0.694,2025-07-14,14,2025
213,202304,C01,RT01,S12,62,128.43,2.07,35,211.21,6.03,23,142.59,6.2,0.565,45,18,14,0.4,0.311,2025-07-14,14,2025
214,202304,C01,RT01,S12,48,239.56,4.99,0,1.49,0.0,43,280.71,6.53,0.0,27,22,26,0.815,0.963,2025-07-14,14,2025
215,202304,C01,RT01,S12,23,129.39,5.63,12,30.61,2.55,2,3.52,1.76,0.522,23,11,18,0.478,0.783,2025-07-14,14,2025
216,202304,C04,RT02,S13,85,680.2,8.0,9,59.38,6.6,37,182.21,4.92,0.106,18,7,12,0.389,0.667,2025-07-14,14,2025
217,202304,C04,RT02,S13,30,98.94,3.3,6,17.23,2.87,18,139.63,7.76,0.2,5,2,2,0.4,0.4,2025-07-14,14,2025
218,202304,C04,RT02,S13,25,209.74,8.39,25,30.85,1.23,0,0.46,0.0,1.0,16,14,9,0.875,0.562,2025-07-14,14,2025
219,202304,C02,RT01,S14,27,88.08,3.26,15,94.13,6.28,5,7.66,1.53,0.556,0,0,0,0.0,0.0,2025-07-14,14,2025
220,202304,C02,RT01,S14,36,86.77,2.41,8,37.74,4.72,16,47.19,2.95,0.222,19,13,7,0.684,0.368,2025-07-14,14,2025
221,202304,C02,RT01,S14,63,549.64,8.72,22,138.27,6.29,14,72.16,5.15,0.349,16,5,11,0.312,0.688,2025-07-14,14,2025
222,202304,C02,RT01,S15,42,75.61,1.8,5,10.31,2.06,32,273.86,8.56,0.119,9,8,4,0.889,0.444,2025-07-14,14,2025
223,202304,C02,RT01,S15,61,569.37,9.33,27,224.86,8.33,26,90.54,3.48,0.443,31,1,25,0.032,0.806,2025-07-14,14,2025
224,202304,C02,RT01,S15,25,190.28,7.61,18,130.48,7.25,5,42.23,8.45,0.72,49,37,22,0.755,0.449,2025-07-14,14,2025
225,202304,C04,RT03,S16,11,106.47,9.68,3,19.55,6.52,2,9.6,4.8,0.273,37,13,27,0.351,0.73,2025-07-14,14,2025
226,202304,C04,RT03,S16,71,450.56,6.35,59,541.79,9.18,12,98.14,8.18,0.831,20,20,12,1.0,0.6,2025-07-14,14,2025
227,202304,C04,RT03,S16,76,562.78,7.4,72,163.59,2.27,3,27.29,9.1,0.947,50,38,12,0.76,0.24,2025-07-14,14,2025
228,202304,C01,RT01,S17,82,109.23,1.33,72,91.18,1.27,1,9.45,9.45,0.878,9,6,8,0.667,0.889,2025-07-14,14,2025
229,202304,C01,RT01,S17,15,110.13,7.34,0,1.33,0.0,8,33.71,4.21,0.0,32,31,13,0.969,0.406,2025-07-14,14,2025
230,202304,C01,RT01,S17,79,359.44,4.55,15,133.42,8.89,13,105.59,8.12,0.19,29,12,25,0.414,0.862,2025-07-14,14,2025
231,202304,C01,RT02,S18,87,512.89,5.9,66,208.41,3.16,1,6.62,6.62,0.759,7,0,3,0.0,0.429,2025-07-14,14,2025
232,202304,C01,RT02,S18,100,527.8,5.28,64,75.87,1.19,25,128.09,5.12,0.64,46,5,21,0.109,0.457,2025-07-14,14,2025
233,202304,C01,RT02,S18,12,13.8,1.15,4,38.86,9.71,7,58.49,8.36,0.333,41,16,40,0.39,0.976,2025-07-14,14,2025
234,202304,C04,RT02,S19,16,107.26,6.7,2,5.24,2.62,11,79.96,7.27,0.125,30,23,12,0.767,0.4,2025-07-14,14,2025
235,202304,C04,RT02,S19,18,73.64,4.09,7,35.85,5.12,3,19.24,6.41,0.389,36,22,29,0.611,0.806,2025-07-14,14,2025
236,202304,C04,RT02,S19,18,34.2,1.9,18,102.91,5.72,0,0.83,0.0,1.0,44,33,35,0.75,0.795,2025-07-14,14,2025
237,202304,C01,RT01,S20,66,363.29,5.5,51,130.51,2.56,8,28.03,3.5,0.773,3,3,0,1.0,0.0,2025-07-14,14,2025
238,202304,C01,RT01,S20,48,431.6,8.99,37,238.89,6.46,6,27.41,4.57,0.771,12,5,6,0.417,0.5,2025-07-14,14,2025
239,202304,C01,RT01,S20,91,798.72,8.78,64,152.5,2.38,15,81.93,5.46,0.703,33,1,31,0.03,0.939,2025-07-14,14,2025
240,202305,C04,RT01,S01,23,37.75,1.64,16,67.76,4.24,4,11.89,2.97,0.696,27,11,9,0.407,0.333,2025-07-14,14,2025
241,202305,C04,RT01,S01,51,423.55,8.3,30,161.12,5.37,3,4.56,1.52,0.588,21,0,4,0.0,0.19,2025-07-14,14,2025
242,202305,C04,RT01,S01,96,338.12,3.52,23,225.3,9.8,33,65.37,1.98,0.24,6,3,4,0.5,0.667,2025-07-14,14,2025
243,202305,C02,RT03,S02,29,199.93,6.89,22,56.92,2.59,2,2.18,1.09,0.759,15,1,13,0.067,0.867,2025-07-14,14,2025
244,202305,C02,RT03,S02,15,100.86,6.72,14,21.43,1.53,0,3.45,0.0,0.933,33,17,7,0.515,0.212,2025-07-14,14,2025
245,202305,C02,RT03,S02,47,368.94,7.85,35,228.82,6.54,2,14.31,7.16,0.745,43,21,42,0.488,0.977,2025-07-14,14,2025
246,202305,C03,RT01,S03,40,273.71,6.84,19,96.25,5.07,15,137.46,9.16,0.475,5,3,1,0.6,0.2,2025-07-14,14,2025
247,202305,C03,RT01,S03,30,241.27,8.04,7,37.19,5.31,2,11.54,5.77,0.233,5,5,0,1.0,0.0,2025-07-14,14,2025
248,202305,C03,RT01,S03,80,189.03,2.36,17,87.49,5.15,45,56.8,1.26,0.212,48,36,17,0.75,0.354,2025-07-14,14,2025
249,202305,C04,RT02,S04,93,511.91,5.5,33,206.83,6.27,21,43.86,2.09,0.355,34,2,1,0.059,0.029,2025-07-14,14,2025
250,202305,C04,RT02,S04,56,142.62,2.55,46,262.56,5.71,8,16.41,2.05,0.821,9,6,3,0.667,0.333,2025-07-14,14,2025
251,202305,C04,RT02,S04,23,168.68,7.33,9,69.4,7.71,7,34.31,4.9,0.391,30,10,28,0.333,0.933,2025-07-14,14,2025
252,202305,C02,RT02,S05,89,783.89,8.81,27,140.7,5.21,14,53.99,3.86,0.303,47,44,12,0.936,0.255,2025-07-14,14,2025
253,202305,C02,RT02,S05,40,186.2,4.65,29,147.95,5.1,0,9.53,0.0,0.725,5,3,5,0.6,1.0,2025-07-14,14,2025
254,202305,C02,RT02,S05,91,515.51,5.66,84,412.03,4.91,6,51.98,8.66,0.923,8,6,3,0.75,0.375,2025-07-14,14,2025
255,202305,C01,RT01,S06,73,532.9,7.3,30,56.62,1.89,5,42.99,8.6,0.411,31,25,11,0.806,0.355,2025-07-14,14,2025
256,202305,C01,RT01,S06,69,341.97,4.96,44,80.87,1.84,16,35.3,2.21,0.638,7,4,6,0.571,0.857,2025-07-14,14,2025
257,202305,C01,RT01,S06,13,25.43,1.96,9,60.94,6.77,2,4.17,2.08,0.692,3,1,1,0.333,0.333,2025-07-14,14,2025
258,202305,C05,RT02,S07,82,232.1,2.83,35,137.05,3.92,19,71.07,3.74,0.427,0,0,0,0.0,0.0,2025-07-14,14,2025
259,202305,C05,RT02,S07,10,94.37,9.44,6,19.54,3.26,1,4.72,4.72,0.6,14,10,14,0.714,1.0,2025-07-14,14,2025
260,202305,C05,RT02,S07,76,176.71,2.33,41,173.78,4.24,34,295.19,8.68,0.539,44,5,16,0.114,0.364,2025-07-14,14,2025
261,202305,C01,RT01,S08,89,114.35,1.28,52,147.82,2.84,34,151.14,4.45,0.584,37,33,26,0.892,0.703,2025-07-14,14,2025
262,202305,C01,RT01,S08,52,383.37,7.37,13,116.31,8.95,4,6.03,1.51,0.25,5,4,5,0.8,1.0,2025-07-14,14,2025
263,202305,C01,RT01,S08,45,173.91,3.86,13,121.34,9.33,32,255.1,7.97,0.289,6,4,6,0.667,1.0,2025-07-14,14,2025
264,202305,C02,RT03,S09,17,67.15,3.95,8,18.23,2.28,0,8.48,0.0,0.471,6,1,1,0.167,0.167,2025-07-14,14,2025
265,202305,C02,RT03,S09,41,368.23,8.98,30,270.52,9.02,0,7.45,0.0,0.732,14,1,5,0.071,0.357,2025-07-14,14,2025
266,202305,C02,RT03,S09,85,433.01,5.09,63,287.76,4.57,9,42.27,4.7,0.741,22,10,1,0.455,0.045,2025-07-14,14,2025
267,202305,C02,RT01,S10,80,224.36,2.8,27,157.48,5.83,23,117.58,5.11,0.338,6,1,6,0.167,1.0,2025-07-14,14,2025
268,202305,C02,RT01,S10,27,268.8,9.96,3,17.21,5.74,1,1.76,1.76,0.111,30,10,2,0.333,0.067,2025-07-14,14,2025
269,202305,C02,RT01,S10,70,309.31,4.42,13,100.81,7.75,36,56.02,1.56,0.186,7,4,7,0.571,1.0,2025-07-14,14,2025
270,202305,C02,RT01,S11,93,843.0,9.06,14,120.4,8.6,68,78.14,1.15,0.151,31,10,22,0.323,0.71,2025-07-14,14,2025
271,202305,C02,RT01,S11,21,100.58,4.79,21,134.74,6.42,0,5.1,0.0,1.0,43,41,6,0.953,0.14,2025-07-14,14,2025
272,202305,C02,RT01,S11,54,290.68,5.38,43,225.79,5.25,6,36.23,6.04,0.796,23,4,23,0.174,1.0,2025-07-14,14,2025
273,202305,C02,RT03,S12,85,286.64,3.37,1,3.02,3.02,56,373.83,6.68,0.012,35,13,14,0.371,0.4,2025-07-14,14,2025
274,202305,C02,RT03,S12,84,682.03,8.12,9,82.81,9.2,10,86.31,8.63,0.107,22,17,21,0.773,0.955,2025-07-14,14,2025
275,202305,C02,RT03,S12,59,110.05,1.87,6,9.77,1.63,39,43.48,1.11,0.102,45,38,0,0.844,0.0,2025-07-14,14,2025
276,202305,C04,RT01,S13,87,635.03,7.3,27,139.39,5.16,51,274.1,5.37,0.31,46,34,27,0.739,0.587,2025-07-14,14,2025
277,202305,C04,RT01,S13,100,765.65,7.66,73,102.37,1.4,16,133.94,8.37,0.73,19,11,4,0.579,0.211,2025-07-14,14,2025
278,202305,C04,RT01,S13,54,309.23,5.73,40,119.11,2.98,1,7.23,7.23,0.741,17,14,8,0.824,0.471,2025-07-14,14,2025
279,202305,C02,RT01,S14,94,237.64,2.53,83,247.8,2.99,2,7.04,3.52,0.883,33,28,16,0.848,0.485,2025-07-14,14,2025
280,202305,C02,RT01,S14,57,410.55,7.2,43,196.58,4.57,14,73.49,5.25,0.754,26,19,8,0.731,0.308,2025-07-14,14,2025
281,202305,C02,RT01,S14,97,556.76,5.74,47,139.07,2.96,37,352.49,9.53,0.485,42,27,21,0.643,0.5,2025-07-14,14,2025
282,202305,C03,RT02,S15,17,156.89,9.23,17,151.83,8.93,0,9.79,0.0,1.0,32,3,16,0.094,0.5,2025-07-14,14,2025
283,202305,C03,RT02,S15,27,84.5,3.13,4,11.49,2.87,8,25.11,3.14,0.148,15,5,11,0.333,0.733,2025-07-14,14,2025
284,202305,C03,RT02,S15,50,435.69,8.71,31,296.02,9.55,17,70.9,4.17,0.62,36,32,14,0.889,0.389,2025-07-14,14,2025
285,202305,C03,RT02,S16,55,150.66,2.74,27,119.74,4.43,5,35.72,7.14,0.491,50,47,26,0.94,0.52,2025-07-14,14,2025
286,202305,C03,RT02,S16,65,595.87,9.17,35,87.04,2.49,21,62.1,2.96,0.538,2,0,1,0.0,0.5,2025-07-14,14,2025
287,202305,C03,RT02,S16,93,290.53,3.12,63,332.92,5.28,4,9.32,2.33,0.677,49,6,4,0.122,0.082,2025-07-14,14,2025
288,202305,C05,RT02,S17,71,475.85,6.7,16,139.88,8.74,40,345.15,8.63,0.225,33,32,26,0.97,0.788,2025-07-14,14,2025
289,202305,C05,RT02,S17,27,34.51,1.28,15,99.41,6.63,3,9.25,3.08,0.556,3,1,1,0.333,0.333,2025-07-14,14,2025
290,202305,C05,RT02,S17,91,604.56,6.64,14,116.7,8.34,58,353.69,6.1,0.154,4,3,2,0.75,0.5,2025-07-14,14,2025
291,202305,C02,RT01,S18,32,57.25,1.79,10,39.83,3.98,6,8.81,1.47,0.312,2,0,2,0.0,1.0,2025-07-14,14,2025
292,202305,C02,RT01,S18,60,324.78,5.41,57,290.78,5.1,3,11.76,3.92,0.95,19,5,12,0.263,0.632,2025-07-14,14,2025
293,202305,C02,RT01,S18,71,212.62,2.99,23,103.27,4.49,48,129.63,2.7,0.324,14,7,11,0.5,0.786,2025-07-14,14,2025
294,202305,C02,RT01,S19,15,77.48,5.17,14,105.16,7.51,0,4.78,0.0,0.933,5,0,1,0.0,0.2,2025-07-14,14,2025
295,202305,C02,RT01,S19,100,238.88,2.39,10,16.19,1.62,83,354.05,4.27,0.1,14,14,11,1.0,0.786,2025-07-14,14,2025
296,202305,C02,RT01,S19,25,90.9,3.64,4,8.41,2.1,4,15.82,3.96,0.16,44,13,42,0.295,0.955,2025-07-14,14,2025
297,202305,C04,RT02,S20,34,211.57,6.22,17,103.28,6.08,16,123.06,7.69,0.5,17,1,1,0.059,0.059,2025-07-14,14,2025
298,202305,C04,RT02,S20,46,267.23,5.81,14,19.5,1.39,24,30.49,1.27,0.304,7,7,3,1.0,0.429,2025-07-14,14,2025
299,202305,C04,RT02,S20,57,326.18,5.72,46,230.47,5.01,10,22.34,2.23,0.807,12,0,5,0.0,0.417,2025-07-14,14,2025
300,202306,C02,RT02,S01,32,319.11,9.97,23,135.34,5.88,1,5.77,5.77,0.719,22,10,14,0.455,0.636,2025-07-14,14,2025
301,202306,C02,RT02,S01,74,296.78,4.01,35,197.82,5.65,4,10.65,2.66,0.473,47,45,11,0.957,0.234,2025-07-14,14,2025
302,202306,C02,RT02,S01,32,302.74,9.46,13,79.58,6.12,7,67.55,9.65,0.406,37,18,8,0.486,0.216,2025-07-14,14,2025
303,202306,C03,RT01,S02,70,436.38,6.23,9,15.78,1.75,6,51.48,8.58,0.129,45,41,27,0.911,0.6,2025-07-14,14,2025
304,202306,C03,RT01,S02,80,426.73,5.33,4,18.2,4.55,26,148.97,5.73,0.05,32,20,5,0.625,0.156,2025-07-14,14,2025
305,202306,C03,RT01,S02,31,98.73,3.18,13,75.62,5.82,5,37.99,7.6,0.419,28,28,5,1.0,0.179,2025-07-14,14,2025
306,202306,C02,RT02,S03,78,470.15,6.03,72,261.65,3.63,1,7.55,7.55,0.923,11,9,4,0.818,0.364,2025-07-14,14,2025
307,202306,C02,RT02,S03,66,429.41,6.51,35,155.14,4.43,13,128.31,9.87,0.53,7,6,2,0.857,0.286,2025-07-14,14,2025
308,202306,C02,RT02,S03,42,374.05,8.91,8,57.88,7.24,26,119.8,4.61,0.19,31,1,23,0.032,0.742,2025-07-14,14,2025
309,202306,C03,RT02,S04,48,54.88,1.14,5,24.12,4.82,25,209.83,8.39,0.104,46,44,11,0.957,0.239,2025-07-14,14,2025
310,202306,C03,RT02,S04,90,137.52,1.53,30,298.38,9.95,44,91.98,2.09,0.333,13,8,3,0.615,0.231,2025-07-14,14,2025
311,202306,C03,RT02,S04,79,182.34,2.31,14,79.25,5.66,43,299.94,6.98,0.177,38,12,35,0.316,0.921,2025-07-14,14,2025
312,202306,C04,RT03,S05,66,466.66,7.07,40,149.5,3.74,23,113.57,4.94,0.606,3,0,0,0.0,0.0,2025-07-14,14,2025
313,202306,C04,RT03,S05,25,156.0,6.24,21,159.41,7.59,4,7.39,1.85,0.84,25,7,4,0.28,0.16,2025-07-14,14,2025
314,202306,C04,RT03,S05,77,619.14,8.04,51,418.3,8.2,17,47.48,2.79,0.662,8,8,4,1.0,0.5,2025-07-14,14,2025
315,202306,C03,RT02,S06,38,167.9,4.42,24,173.08,7.21,9,82.75,9.19,0.632,35,22,31,0.629,0.886,2025-07-14,14,2025
316,202306,C03,RT02,S06,22,66.39,3.02,15,115.03,7.67,7,19.48,2.78,0.682,14,12,14,0.857,1.0,2025-07-14,14,2025
317,202306,C03,RT02,S06,14,113.59,8.11,0,6.61,0.0,9,11.37,1.26,0.0,23,13,14,0.565,0.609,2025-07-14,14,2025
318,202306,C03,RT03,S07,79,193.06,2.44,26,45.17,1.74,39,296.95,7.61,0.329,8,8,5,1.0,0.625,2025-07-14,14,2025
319,202306,C03,RT03,S07,82,601.82,7.34,19,151.82,7.99,7,32.1,4.59,0.232,47,5,0,0.106,0.0,2025-07-14,14,2025
320,202306,C03,RT03,S07,19,20.67,1.09,4,8.35,2.09,5,28.74,5.75,0.211,7,1,0,0.143,0.0,2025-07-14,14,2025
321,202306,C05,RT01,S08,46,431.68,9.38,38,338.57,8.91,6,10.96,1.83,0.826,9,5,6,0.556,0.667,2025-07-14,14,2025
322,202306,C05,RT01,S08,90,171.92,1.91,4,24.04,6.01,57,455.91,8.0,0.044,27,7,10,0.259,0.37,2025-07-14,14,2025
323,202306,C05,RT01,S08,47,260.31,5.54,35,61.34,1.75,0,9.81,0.0,0.745,31,24,16,0.774,0.516,2025-07-14,14,2025
324,202306,C05,RT03,S09,10,84.45,8.45,1,7.67,7.67,3,26.79,8.93,0.1,9,8,0,0.889,0.0,2025-07-14,14,2025
325,202306,C05,RT03,S09,30,110.45,3.68,24,39.16,1.63,3,29.57,9.86,0.8,7,1,5,0.143,0.714,2025-07-14,14,2025
326,202306,C05,RT03,S09,48,151.85,3.16,13,106.12,8.16,22,68.9,3.13,0.271,15,3,4,0.2,0.267,2025-07-14,14,2025
327,202306,C01,RT01,S10,50,375.06,7.5,26,205.76,7.91,23,173.21,7.53,0.52,48,3,25,0.062,0.521,2025-07-14,14,2025
328,202306,C01,RT01,S10,45,367.84,8.17,35,102.07,2.92,0,3.9,0.0,0.778,41,30,1,0.732,0.024,2025-07-14,14,2025
329,202306,C01,RT01,S10,92,449.59,4.89,41,135.48,3.3,13,41.72,3.21,0.446,8,5,1,0.625,0.125,2025-07-14,14,2025
330,202306,C05,RT01,S11,85,316.01,3.72,49,336.49,6.87,1,8.01,8.01,0.576,15,5,4,0.333,0.267,2025-07-14,14,2025
331,202306,C05,RT01,S11,55,278.64,5.07,52,414.01,7.96,0,5.73,0.0,0.945,11,5,2,0.455,0.182,2025-07-14,14,2025
332,202306,C05,RT01,S11,58,320.93,5.53,3,18.99,6.33,11,16.94,1.54,0.052,28,1,12,0.036,0.429,2025-07-14,14,2025
333,202306,C02,RT01,S12,38,165.42,4.35,37,55.63,1.5,1,4.64,4.64,0.974,26,15,5,0.577,0.192,2025-07-14,14,2025
334,202306,C02,RT01,S12,49,470.24,9.6,49,245.79,5.02,0,0.42,0.0,1.0,26,13,17,0.5,0.654,2025-07-14,14,2025
335,202306,C02,RT01,S12,25,217.94,8.72,14,73.4,5.24,7,51.76,7.39,0.56,7,0,4,0.0,0.571,2025-07-14,14,2025
336,202306,C02,RT03,S13,57,250.28,4.39,40,360.77,9.02,10,20.67,2.07,0.702,7,7,0,1.0,0.0,2025-07-14,14,2025
337,202306,C02,RT03,S13,72,713.05,9.9,25,66.03,2.64,13,118.86,9.14,0.347,22,0,22,0.0,1.0,2025-07-14,14,2025
338,202306,C02,RT03,S13,56,199.79,3.57,52,511.56,9.84,4,30.09,7.52,0.929,35,3,15,0.086,0.429,2025-07-14,14,2025
339,202306,C01,RT01,S14,62,364.44,5.88,52,236.01,4.54,7,54.64,7.81,0.839,18,2,18,0.111,1.0,2025-07-14,14,2025
340,202306,C01,RT01,S14,68,318.29,4.68,58,102.06,1.76,3,23.01,7.67,0.853,6,6,6,1.0,1.0,2025-07-14,14,2025
341,202306,C01,RT01,S14,33,260.1,7.88,13,13.09,1.01,18,25.32,1.41,0.394,19,2,13,0.105,0.684,2025-07-14,14,2025
342,202306,C04,RT03,S15,39,239.06,6.13,34,256.62,7.55,1,6.97,6.97,0.872,46,6,43,0.13,0.935,2025-07-14,14,2025
343,202306,C04,RT03,S15,66,595.81,9.03,61,189.11,3.1,4,20.05,5.01,0.924,30,1,3,0.033,0.1,2025-07-14,14,2025
344,202306,C04,RT03,S15,77,558.45,7.25,2,11.47,5.74,37,226.64,6.13,0.026,42,34,31,0.81,0.738,2025-07-14,14,2025
345,202306,C02,RT01,S16,10,54.48,5.45,6,49.13,8.19,2,9.39,4.7,0.6,13,12,10,0.923,0.769,2025-07-14,14,2025
346,202306,C02,RT01,S16,62,322.01,5.19,5,23.38,4.68,54,147.12,2.72,0.081,40,8,20,0.2,0.5,2025-07-14,14,2025
347,202306,C02,RT01,S16,24,194.65,8.11,17,160.82,9.46,2,7.27,3.63,0.708,23,13,12,0.565,0.522,2025-07-14,14,2025
348,202306,C05,RT01,S17,41,279.05,6.81,39,81.65,2.09,1,6.37,6.37,0.951,13,3,2,0.231,0.154,2025-07-14,14,2025
349,202306,C05,RT01,S17,88,839.95,9.54,37,363.3,9.82,40,269.14,6.73,0.42,43,12,23,0.279,0.535,2025-07-14,14,2025
350,202306,C05,RT01,S17,68,429.16,6.31,50,257.54,5.15,4,8.15,2.04,0.735,38,16,30,0.421,0.789,2025-07-14,14,2025
351,202306,C03,RT02,S18,91,886.46,9.74,13,96.24,7.4,70,163.97,2.34,0.143,17,15,0,0.882,0.0,2025-07-14,14,2025
352,202306,C03,RT02,S18,85,462.21,5.44,7,8.99,1.28,77,468.02,6.08,0.082,13,1,12,0.077,0.923,2025-07-14,14,2025
353,202306,C03,RT02,S18,83,741.0,8.93,20,175.12,8.76,27,128.35,4.75,0.241,36,34,31,0.944,0.861,2025-07-14,14,2025
354,202306,C02,RT01,S19,87,773.88,8.9,26,106.24,4.09,48,479.97,10.0,0.299,11,4,1,0.364,0.091,2025-07-14,14,2025
355,202306,C02,RT01,S19,72,541.56,7.52,2,2.95,1.48,10,32.27,3.23,0.028,13,7,1,0.538,0.077,2025-07-14,14,2025
356,202306,C02,RT01,S19,56,530.99,9.48,23,72.46,3.15,26,113.29,4.36,0.411,43,39,8,0.907,0.186,2025-07-14,14,2025
357,202306,C05,RT02,S20,82,362.35,4.42,64,539.53,8.43,10,87.55,8.75,0.78,35,6,15,0.171,0.429,2025-07-14,14,2025
358,202306,C05,RT02,S20,72,117.75,1.64,52,490.23,9.43,1,3.3,3.3,0.722,38,24,33,0.632,0.868,2025-07-14,14,2025
359,202306,C05,RT02,S20,64,328.44,5.13,41,298.9,7.29,2,11.44,5.72,0.641,38,29,37,0.763,0.974,2025-07-14,14,2025
360,202307,C02,RT03,S01,100,488.63,4.89,5,40.28,8.06,90,187.83,2.09,0.05,35,14,2,0.4,0.057,2025-07-14,14,2025
361,202307,C02,RT03,S01,37,226.27,6.12,36,134.5,3.74,1,9.14,9.14,0.973,5,1,0,0.2,0.0,2025-07-14,14,2025
362,202307,C02,RT03,S01,79,444.31,5.62,64,624.11,9.75,0,2.95,0.0,0.81,25,12,12,0.48,0.48,2025-07-14,14,2025
